epoch,loss,psnr,ssim,nrmse
1,0.018528907704327642,28.746065613007044,0.88462536723153,0.1810293665506513
2,0.01700108190034998,29.613923688725656,0.897807824159555,0.16456880240131364
3,0.01608724681949564,30.074713391353658,0.906602662874482,0.15555456451852406
4,0.01587021057172839,30.226868240748427,0.907364908004134,0.15320946189829995
5,0.015421222479500134,30.59078961757421,0.9113856920115595,0.14746511526046915
6,0.015432224531882796,30.487501967339373,0.912541157231258,0.14836143325532228
7,0.014844990348250701,30.891582424427643,0.9167962488029322,0.14263890105086097
8,0.015281868237873603,30.677001921117384,0.9124375708249445,0.14548591914747847
9,0.014240583811147973,31.255656185198827,0.9209135417288278,0.13647047545619606
10,0.014278276100883195,31.249512863692107,0.9204805625992349,0.13672724753229237
11,0.013861312090162316,31.53343526164547,0.9238574533331116,0.1321586216697858
12,0.013811447851937907,31.569964459711546,0.9259525247858132,0.1319547996758157
13,0.013500155885864435,31.78233223564828,0.9280525371308396,0.1286861001282661
14,0.013465943629853427,31.77395512844537,0.9279144201759091,0.12860010398477256
15,0.013470207523265533,31.785039727620898,0.9283076014992756,0.1287521306676276
16,0.01341850355685014,31.82619948582599,0.9285927983095636,0.12824801464653088
17,0.013483849545972872,31.788843691981466,0.9285866138682098,0.12864633204650316
18,0.013351845164815414,31.82963088307441,0.9296375336232479,0.12791795655025995
19,0.013429395934759543,31.77510934056603,0.9291491845820162,0.12895752211657815
20,0.013271369025560802,31.89897958857648,0.9301326124999935,0.12677698560969963
21,0.013037416255422707,32.0605240984427,0.9318928288209134,0.12465719606104783
22,0.013065479368228336,32.06473188469537,0.9317679397225753,0.12466872215151334
23,0.01312137838645742,32.025519745085745,0.9313463094223009,0.1253608785041384
24,0.013024434461740071,32.09917329667947,0.932094567184925,0.12451397661014331
25,0.013077327609062194,32.04795109895595,0.9317539385559871,0.1248689925703666
26,0.013016693750075225,32.116304994543114,0.9317115224785519,0.12415025007986191
27,0.012973137381326022,32.10245238176257,0.9325193938514053,0.12423847807869111
28,0.013136005334973591,32.03636930730007,0.9312025714175679,0.1255473034509123
29,0.013114072698778633,32.018170481818366,0.931697937546045,0.12546832769265975
30,0.013214436791644527,31.96751038003329,0.9310193641114148,0.12639809387322357
31,0.012987259473523189,32.12025729693567,0.9326703984955953,0.12417047539098755
32,0.012946427877639131,32.145501964432654,0.9328698420225039,0.12379039823522739
33,0.013026474117590435,32.09502821778404,0.9323172946172236,0.12464821082264967
34,0.01293398452649728,32.13374845345472,0.9328601258851847,0.12376763121425938
35,0.013071777372107166,32.0653012589472,0.931865619219641,0.12495770336858758
36,0.013083495142676965,32.04594111166157,0.9317520492835978,0.12513360719791786
37,0.013028335141756667,32.07959872852994,0.9322869329241349,0.1247193738437151
38,0.01298506675721628,32.102085862270464,0.932617219532082,0.12431095801739324
39,0.013042415849511223,32.06421287908279,0.9322824562817218,0.12493249312187915
40,0.013161141709585128,32.01347892619434,0.9314432346951073,0.12599163572154773
41,0.013013652769912934,32.08731924827795,0.9324734320640342,0.12471269856130186
42,0.012908805045299232,32.16137764318679,0.9331004830537131,0.12352335944635946
43,0.013036116435802702,32.07423306988501,0.9321860509198455,0.12475113949155853
44,0.01324507521369077,31.972407439277543,0.930275291553719,0.12656697818697166
45,0.013169822721453062,31.992361869010555,0.9311680776711821,0.1260977344416668
46,0.013005356782051766,32.083568049463075,0.932442892624731,0.1245976444260242
47,0.013042503567251923,32.06314616057203,0.9322140815996163,0.12486779337757618
48,0.013069737694579465,32.046267708724486,0.932004306722463,0.12518992553862882
49,0.013141846617458966,32.011892602419685,0.9315008774932266,0.1258330619392294
50,0.012978078223411637,32.10114256821285,0.9325894880230863,0.12431805018079453
