epoch,loss,psnr,ssim,nrmse
1,0.01103095717342763,34.27320293333396,0.9476402855710195,0.09603367244280532
2,0.01031188446434279,34.884172389236305,0.9528595839698506,0.08948389934464164
3,0.010170845411204058,35.063713068045125,0.9542184224866934,0.08757645935061878
4,0.010135925891166873,35.034748236042645,0.9539153902934082,0.08799518348888706
5,0.009745846990624378,35.46302950192233,0.9570497846092271,0.0838563124520824
6,0.009753144892928159,35.45849410363523,0.9574570405238719,0.08377920855186628
7,0.011154409704312425,34.040742501381914,0.9558260958302908,0.0977141938011326
8,0.009450536164262429,35.78184034835385,0.9591307282303564,0.08082895119939887
9,0.009347534435801209,35.90737482606648,0.9600407638789253,0.07975774035865638
10,0.009221880475123382,35.97645788383146,0.9606828438837679,0.07888357873196929
11,0.009003955230983938,36.24476174251084,0.9620125002763044,0.07669059380109954
12,0.009035970448869569,36.21080764623407,0.9620911414952784,0.07697646590726477
13,0.008990143158408846,36.25378414263958,0.9622958941002376,0.07653331647958402
14,0.009071648271818613,36.198445870865505,0.9619313912262086,0.07714277953963807
15,0.008887216878316269,36.38024891828295,0.9630007016356872,0.0755279211751659
16,0.008919538034061933,36.34649575435712,0.9629219836684448,0.07584056202379988
17,0.008859911603564075,36.402909423536094,0.9631480751133606,0.07531514249372018
18,0.008909814005139573,36.34925329928409,0.9627007756576981,0.07574110968782154
19,0.008931937977543165,36.326956103436416,0.9635213218540808,0.07588128419853385
20,0.00881653692300335,36.459662219711724,0.9635357926046751,0.07479668362818935
21,0.008718241725502344,36.56499960903022,0.9640954221170865,0.07392581925454762
22,0.008744271320355093,36.5330931064142,0.9638989761970392,0.07423531106339488
23,0.008697422661272616,36.58185774456706,0.9642770652602657,0.07376761209453911
24,0.008740834785015162,36.530000977196764,0.9639685686677211,0.07420101602903811
25,0.008739987319206883,36.546571735725074,0.9638597337660297,0.07409556999308407
26,0.008685688386221642,36.59007293256547,0.9643348038691437,0.07367336160604654
27,0.008702179994273545,36.57996502246044,0.9642279075622208,0.07379823267552206
28,0.008704362498146706,36.57261311797706,0.9642566875699288,0.07378652669277797
29,0.008696498680891918,36.57949973946538,0.9643505324834358,0.0737751959030622
30,0.008697146661419035,36.606039601915256,0.964259502912436,0.0736849378215845
31,0.008692295451102585,36.603085848281914,0.964286447996767,0.07363497060276504
32,0.008683901562772949,36.6143601090319,0.9644847776942734,0.07355700558011521
33,0.008637309223734613,36.64263662271041,0.9646848847078607,0.07325038523529502
34,0.008679428820273486,36.62596242426357,0.9643952020098162,0.07351063219271776
35,0.00864207016400479,36.63903896029122,0.964598007222214,0.07328377937552835
36,0.00865176145292433,36.65700021978722,0.964559648523436,0.0732692398372048
37,0.008640732234825605,36.66374602490993,0.9646416368748301,0.07314833580242246
38,0.008643988744708998,36.645659128191255,0.96458414732161,0.073292356730976
39,0.008642934656156034,36.654530699149944,0.9647239705737951,0.0731978682657464
40,0.008630760823344363,36.65813016646892,0.9647593739982665,0.07313095581325843
41,0.008590596669417774,36.712325162658004,0.9650077224373795,0.07272936878468084
42,0.00861979799650224,36.67717752153614,0.964825245817965,0.0730089198173591
43,0.008647889167809024,36.64983707983171,0.9646478488853955,0.07324568734463097
44,0.008617092766959605,36.681258081860214,0.9648557343325453,0.07300101770567326
45,0.00860729846011462,36.69779287351952,0.9648740434216593,0.07288124647773514
46,0.008624441254530744,36.680648006258465,0.9647715344220273,0.0730109875977688
47,0.00860059301304663,36.70666244762828,0.9649854271308592,0.07281331665990136
48,0.0085707177713128,36.72734769016422,0.965075634673644,0.0725826778323675
49,0.00863710373222571,36.67058237619962,0.9647157494829861,0.07313484471067323
50,0.008605146546976576,36.69629880500935,0.9648853780584308,0.07285691225060882
