epoch,loss,psnr,ssim,nrmse
1,0.0037377685495122367,45.819924480857914,0.9923642301380222,0.025667944526493295
2,0.003613329402989997,46.08215980922168,0.993322283673351,0.02472059796661846
3,0.003550038421084976,46.25114330416361,0.9935544038874075,0.02426694677793753
4,0.003330815081476587,47.04315739453056,0.994001532475552,0.022277075779756076
5,0.003648732877978734,45.78214729219823,0.9942003645328712,0.025364672167167326
6,0.0040893000767341465,44.42895160016805,0.9941047422777827,0.029470520179749316
7,0.0033324237991172565,46.89413194031801,0.9944802551354571,0.022478767436973877
8,0.003184723880559463,47.518448212412636,0.9945372594419063,0.021077704617730383
9,0.004488650513491754,43.3853970479562,0.9943231510707121,0.03305664624678728
10,0.0031062489788947177,47.780941541226426,0.9948079094920241,0.020422061632533375
11,0.0031427473014477513,47.61722906164903,0.9948842759680344,0.02079864361850223
12,0.0030543252418283374,47.97957313197058,0.9950104397149037,0.020002849478837063
13,0.003075206352413857,47.87384212877222,0.9949146085208169,0.020189009706087786
14,0.0030594783469809796,47.951989796264115,0.9949894440460765,0.02004146730079083
15,0.0030791159917937655,47.89208875941943,0.9949155444581638,0.02021137959084918
16,0.003072672250584282,47.913058475279534,0.9948850249495241,0.02015807501506454
17,0.0037597107801361587,45.357498048124796,0.9946994424315607,0.026542671395599345
18,0.0030510743564107165,47.9989856108997,0.9949860311513401,0.019968884897772776
19,0.0031049129260093743,47.81892884072729,0.9948214893501952,0.02040326424547386
20,0.00307489574469369,47.926684942960925,0.9949374783489073,0.020187573619798813
21,0.0030308198306211753,48.06440170168054,0.9950935454026906,0.019810036526541976
22,0.003019310471376982,48.12819643901941,0.9951212226265231,0.019725177563655997
23,0.0030340592696026353,48.08453168516793,0.995035082290278,0.019815584648526095
24,0.0029810251208455783,48.232223193831985,0.9952411127191086,0.019396940843265806
25,0.003001668224922092,48.179049030503556,0.9951605263077078,0.019566152932449607
26,0.0030037667861224377,48.19630596128496,0.9951365122394185,0.01956128847452352
27,0.0032718712560318667,47.18737121200419,0.9943976802190664,0.021836864503920875
28,0.0030629073366008957,47.975611452880486,0.9949001585132917,0.02004542116783925
29,0.003055428740054626,48.00221359993482,0.9949567930720722,0.019999758223848956
30,0.0030378263788940064,48.0487910995156,0.9950956535231241,0.019881626477169654
31,0.003121879151299724,47.74022604380534,0.9948974106984878,0.020607436952855673
32,0.0030676181018673655,47.963275243476126,0.9948484037948843,0.02006754167878131
33,0.0029862976185415454,48.25325318171778,0.9952163694531249,0.019433878055113096
34,0.003024671462581268,48.138449892209856,0.9950612257323548,0.01973339774326571
35,0.0030361090812848174,48.09513326848449,0.9950143162535768,0.019820418568036076
36,0.0029693454210967594,48.30606687973739,0.9952897727433653,0.019307241963854128
37,0.0029851956624168388,48.25924737665012,0.9951980890300276,0.019418908149233277
38,0.0029924153324200546,48.23709534905413,0.9952014147390305,0.01948336437248191
39,0.0029533695752716397,48.35918920583127,0.9953531510505155,0.019173420542453235
40,0.003005204845725655,48.18834053785801,0.9951501900446578,0.019587820058367508
41,0.003049276167615156,48.04348158070704,0.9949223312461499,0.019924808393584556
42,0.0030207834523652906,48.139430436035184,0.9950482801079915,0.019693564690061862
43,0.0030073404663386915,48.17012280217193,0.9951580077687188,0.01961593059887651
44,0.002982049658372677,48.2643167553972,0.9952335835558964,0.01940558106417534
45,0.00302096691729244,48.13869747134947,0.9950792621106951,0.01971500664254684
46,0.0030081163228746375,48.19475326491216,0.9951066661716481,0.019594948819962883
47,0.0029484297403792755,48.384956156393976,0.9953688363316948,0.019135193529621567
48,0.00302275090582733,48.14100457782917,0.9950360246465922,0.019717473691431932
49,0.0030517912664498876,48.03597762713375,0.9949768259266538,0.01996948121919961
50,0.0029906286755657014,48.24853378342661,0.9952136210051771,0.019476103632411167
